Label,PixelCount,Area,Perimeter,Circularity,EulerNumber,Box.X.Min,Box.X.Max,Box.Y.Min,Box.Y.Max,Centroid.X,Centroid.Y,Ellipse.Center.X,Ellipse.Center.Y,Ellipse.Radius1,Ellipse.Radius2,Ellipse.Orientation,Ellipse.Elong,ConvexArea,Convexity,MaxFeretDiam,MaxFeretDiamAngle,OBox.Center.X,OBox.Center.Y,OBox.Length,OBox.Width,OBox.Orientation,GeodesicDiameter,Tortuosity,InscrDisc.Center.X,InscrDisc.Center.Y,InscrDisc.Radius,AverageThickness,GeodesicElongation
11,70101,2767092.065,25382.239,0.054,0,29120.541,30364.525,3078.547,15732.003,29678.272,9626.039,29678.272,9626.039,7284.652,205.466,84.639,35.454,4959142.444,0.558,12687.116,85.825,29639.348,9412.144,12686.924,491.392,85.510,12849.568,1.013,29861.905,11057.638,125.655,213.505,51.130
12,77936,3076362.494,25125.938,0.061,-1,46894.437,47975.070,3185.354,15618.914,47569.840,9535.668,47569.840,9535.668,6948.380,303.982,85.781,22.858,5982399.282,0.514,12451.720,86.905,47553.025,9390.920,12450.938,657.510,86.263,12591.975,1.011,47717.477,9248.206,144.503,238.006,43.570
13,90729,3581339.724,28744.943,0.054,1,14142.468,14990.639,3455.512,17673.372,14453.158,10865.243,14453.158,10865.243,8270.161,197.021,-88.464,41.976,6673886.120,0.537,14229.100,92.277,14513.221,10562.697,14228.541,534.061,91.770,14332.296,1.007,14312.102,16190.644,175.917,243.086,40.736
14,1,39.473,16.847,1.748,1,2123.569,2129.852,3530.905,3537.188,2126.710,3534.046,2126.710,3534.046,1.447,1.447,0.000,1.000,39.473,1.000,8.885,45.000,2126.710,3534.046,6.283,6.283,0.000,8.885,1.000,2123.569,3530.905,6.283,11.565,0.707
15,1,39.473,16.847,1.748,1,2104.721,2111.004,3537.188,3543.470,2107.862,3540.329,2107.862,3540.329,1.447,1.447,0.000,1.000,39.473,1.000,8.885,45.000,2107.862,3540.329,6.283,6.283,0.000,8.885,1.000,2104.721,3537.188,6.283,11.565,0.707
16,1,39.473,16.847,1.748,1,1884.825,1891.107,3606.298,3612.581,1887.966,3609.439,1887.966,3609.439,1.447,1.447,0.000,1.000,39.473,1.000,8.885,45.000,1887.966,3609.439,6.283,6.283,0.000,8.885,1.000,1884.825,3606.298,6.283,11.565,0.707
17,13,513.148,89.770,0.800,1,1847.128,1884.825,3612.581,3631.429,1863.802,3620.072,1863.802,3620.072,19.201,8.853,-8.226,2.169,513.148,1.000,39.736,161.565,1865.976,3622.005,37.696,18.848,0.000,41.555,1.046,1847.128,3612.581,6.283,11.565,3.307
18,1,39.473,16.847,1.748,1,33468.203,33474.486,4159.180,4165.462,33471.344,4162.321,33471.344,4162.321,1.447,1.447,0.000,1.000,39.473,1.000,8.885,45.000,33471.344,4162.321,6.283,6.283,0.000,8.885,1.000,33468.203,4159.180,6.283,11.565,0.707
19,1,39.473,16.847,1.748,1,33480.769,33487.051,4165.462,4171.745,33483.910,4168.604,33483.910,4168.604,1.447,1.447,0.000,1.000,39.473,1.000,8.885,45.000,33483.910,4168.604,6.283,6.283,0.000,8.885,1.000,33480.769,4165.462,6.283,11.565,0.707
20,1,39.473,16.847,1.748,1,33493.334,33499.617,4171.745,4178.028,33496.475,4174.887,33496.475,4174.887,1.447,1.447,0.000,1.000,39.473,1.000,8.885,45.000,33496.475,4174.887,6.283,6.283,0.000,8.885,1.000,33493.334,4171.745,6.283,11.565,0.707
21,1,39.473,16.847,1.748,1,33505.900,33512.182,4178.028,4184.311,33509.041,4181.169,33509.041,4181.169,1.447,1.447,0.000,1.000,39.473,1.000,8.885,45.000,33509.041,4181.169,6.283,6.283,0.000,8.885,1.000,33505.900,4178.028,6.283,11.565,0.707
22,1,39.473,16.847,1.748,1,33235.741,33242.024,4247.138,4253.421,33238.883,4250.280,33238.883,4250.280,1.447,1.447,0.000,1.000,39.473,1.000,8.885,45.000,33238.883,4250.280,6.283,6.283,0.000,8.885,1.000,33235.741,4247.138,6.283,11.565,0.707
23,1,39.473,16.847,1.748,1,33242.024,33248.307,4259.704,4265.986,33245.165,4262.845,33245.165,4262.845,1.447,1.447,0.000,1.000,39.473,1.000,8.885,45.000,33245.165,4262.845,6.283,6.283,90.000,8.885,1.000,33242.024,4259.704,6.283,11.565,0.707
24,1,39.473,16.847,1.748,1,33248.307,33254.590,4265.986,4272.269,33251.448,4269.128,33251.448,4269.128,1.447,1.447,0.000,1.000,39.473,1.000,8.885,45.000,33251.448,4269.128,6.283,6.283,0.000,8.885,1.000,33248.307,4265.986,6.283,11.565,0.707
25,2,78.946,28.760,1.199,1,33254.590,33260.872,4272.269,4284.835,33257.731,4278.552,33257.731,4278.552,6.447,1.447,90.000,4.455,78.946,1.000,14.049,63.435,33257.731,4278.552,12.565,6.283,90.000,15.168,1.080,33254.590,4272.269,6.283,11.565,1.207
26,1,39.473,16.847,1.748,1,33260.872,33267.155,4284.835,4291.117,33264.014,4287.976,33264.014,4287.976,1.447,1.447,0.000,1.000,39.473,1.000,8.885,45.000,33264.014,4287.976,6.283,6.283,0.000,8.885,1.000,33260.872,4284.835,6.283,11.565,0.707
27,2,78.946,28.760,1.199,1,33267.155,33273.438,4291.117,4303.683,33270.296,4297.400,33270.296,4297.400,6.447,1.447,90.000,4.455,78.946,1.000,14.049,63.435,33270.296,4297.400,12.565,6.283,90.000,15.168,1.080,33267.155,4291.117,6.283,11.565,1.207
28,1,39.473,16.847,1.748,1,33273.438,33279.721,4303.683,4309.966,33276.579,4306.824,33276.579,4306.824,1.447,1.447,0.000,1.000,39.473,1.000,8.885,45.000,33276.579,4306.824,6.283,6.283,0.000,8.885,1.000,33273.438,4303.683,6.283,11.565,0.707
29,2,78.946,28.760,1.199,1,33279.721,33286.003,4309.966,4322.531,33282.862,4316.248,33282.862,4316.248,6.447,1.447,90.000,4.455,78.946,1.000,14.049,63.435,33282.862,4316.248,12.565,6.283,90.000,15.168,1.080,33279.721,4309.966,6.283,11.565,1.207
30,1,39.473,16.847,1.748,1,33286.003,33292.286,4322.531,4328.814,33289.145,4325.673,33289.145,4325.673,1.447,1.447,0.000,1.000,39.473,1.000,8.885,45.000,33289.145,4325.673,6.283,6.283,0.000,8.885,1.000,33286.003,4322.531,6.283,11.565,0.707
31,18,710.513,141.757,0.444,1,25482.829,25533.091,4328.814,4379.076,25510.753,4355.690,25510.753,4355.690,35.727,6.635,-44.218,5.385,749.986,0.947,71.081,135.000,25511.102,4357.086,71.081,17.770,135.000,70.456,0.991,25526.808,4328.814,6.283,12.613,5.607
32,4,157.892,45.607,0.954,1,33292.286,33304.852,4328.814,4347.662,33298.569,4338.238,33298.569,4338.238,10.268,4.144,58.283,2.478,157.892,1.000,22.653,56.310,33298.569,4338.238,18.848,12.565,90.000,22.707,1.002,33292.286,4328.814,6.283,11.565,1.807
33,4,157.892,45.607,0.954,1,33304.852,33317.417,4347.662,4366.510,33311.134,4357.086,33311.134,4357.086,10.268,4.144,58.283,2.478,157.892,1.000,22.653,56.310,33311.134,4357.086,18.848,12.565,90.000,22.707,1.002,33304.852,4347.662,6.283,11.565,1.807
34,36,1421.026,319.252,0.175,1,33317.417,33405.376,4366.510,4498.448,33363.141,4433.177,33363.141,4433.177,87.705,5.493,56.087,15.968,1855.228,0.766,158.569,56.310,33362.846,4431.513,158.569,17.425,56.310,158.415,0.999,33317.417,4366.510,6.283,11.565,12.607
35,1,39.473,16.847,1.748,1,25476.546,25482.829,4379.076,4385.359,25479.688,4382.217,25479.688,4382.217,1.447,1.447,0.000,1.000,39.473,1.000,8.885,45.000,25479.688,4382.217,6.283,6.283,0.000,8.885,1.000,25476.546,4379.076,6.283,11.565,0.707
36,1,39.473,16.847,1.748,1,25470.264,25476.546,4385.359,4391.641,25473.405,4388.500,25473.405,4388.500,1.447,1.447,0.000,1.000,39.473,1.000,8.885,45.000,25473.405,4388.500,6.283,6.283,0.000,8.885,1.000,25470.264,4385.359,6.283,11.565,0.707
37,1,39.473,16.847,1.748,1,25463.981,25470.264,4391.641,4397.924,25467.122,4394.783,25467.122,4394.783,1.447,1.447,0.000,1.000,39.473,1.000,8.885,45.000,25467.122,4394.783,6.283,6.283,0.000,8.885,1.000,25463.981,4391.641,6.283,11.565,0.707
38,61814,2439979.871,23534.261,0.055,1,33198.045,33606.423,4404.207,16284.885,33418.592,10599.368,33418.592,10599.368,6725.785,144.208,-89.668,46.640,4035752.126,0.605,11882.379,89.031,33409.536,10344.366,11880.988,403.900,89.907,11944.852,1.005,33411.658,11076.486,119.372,202.136,50.032
39,2,78.946,28.760,1.199,1,33405.376,33411.658,4498.448,4511.014,33408.517,4504.731,33408.517,4504.731,6.447,1.447,90.000,4.455,78.946,1.000,14.049,63.435,33408.517,4504.731,12.565,6.283,90.000,15.168,1.080,33405.376,4498.448,6.283,11.565,1.207
40,1,39.473,16.847,1.748,1,33411.658,33417.941,4511.014,4517.296,33414.800,4514.155,33414.800,4514.155,1.447,1.447,0.000,1.000,39.473,1.000,8.885,45.000,33414.800,4514.155,6.283,6.283,90.000,8.885,1.000,33411.658,4511.014,6.283,11.565,0.707
41,71285,2813828.017,25833.567,0.053,1,25495.395,27436.764,4542.427,17239.863,26588.492,11080.443,26588.492,11080.443,7269.377,266.063,81.855,27.322,5436804.405,0.518,12811.918,82.335,26583.711,10884.837,12811.797,573.045,82.086,13044.333,1.018,26821.055,11522.561,125.655,217.417,51.905
42,72420,2858629.796,25120.713,0.057,1,17189.601,17566.566,4548.710,17214.732,17356.172,11256.179,17356.172,11256.179,7306.596,144.244,89.963,50.654,4447217.978,0.643,12666.421,90.455,17378.083,10881.721,12666.022,376.965,90.000,12725.169,1.005,17340.387,16046.141,138.220,223.386,46.032
43,72592,2865419.141,26375.443,0.052,1,9336.165,10027.267,4837.717,17956.096,9738.999,11597.040,9738.999,11597.040,7559.440,239.325,-88.739,31.587,5544249.728,0.517,13124.162,91.701,9748.394,11399.508,13123.798,548.550,91.274,13197.631,1.006,9505.799,17704.786,157.069,210.434,42.012
44,5,197.365,57.520,0.750,1,5824.108,5849.239,6282.749,6295.314,5836.045,6288.403,5836.045,6288.403,13.715,4.263,-20.994,3.217,197.365,1.000,28.097,153.435,5836.674,6289.032,25.131,12.565,0.000,28.990,1.032,5830.391,6282.749,6.283,11.565,2.307
45,1,39.473,16.847,1.748,1,5817.825,5824.108,6295.314,6301.597,5820.967,6298.456,5820.967,6298.456,1.447,1.447,0.000,1.000,39.473,1.000,8.885,45.000,5820.967,6298.456,6.283,6.283,0.000,8.885,1.000,5817.825,6295.314,6.283,11.565,0.707
46,56304,2222484.011,21727.495,0.059,1,23082.819,23723.660,6326.728,17063.946,23370.310,11712.374,23370.310,11712.374,6070.759,160.073,-87.724,37.925,3732402.638,0.595,10740.158,91.341,23374.063,11691.480,10740.157,451.548,91.371,10842.857,1.010,23271.302,13055.552,119.372,198.336,45.416
47,55128,2176063.842,21114.758,0.061,1,5930.915,6741.389,6358.142,16913.160,6276.936,11794.844,6276.936,11794.844,6069.221,172.365,86.260,35.211,4085724.859,0.533,10559.692,88.295,6300.178,11636.786,10556.071,433.835,86.795,10665.683,1.010,6534.059,14751.894,119.372,203.577,44.674
48,66114,2609713.482,22899.519,0.063,1,1539.273,3197.919,6546.624,17604.262,2132.977,12330.041,2132.977,12330.041,6453.446,272.297,83.047,23.700,6503323.577,0.401,11135.330,83.228,2210.111,12102.378,11135.322,699.903,83.157,11335.425,1.018,2575.927,16021.010,138.220,227.614,41.005
49,1,39.473,16.847,1.748,1,36176.068,36182.351,17528.869,17535.152,36179.209,17532.011,36179.209,17532.011,1.447,1.447,0.000,1.000,39.473,1.000,8.885,45.000,36179.209,17532.011,6.283,6.283,0.000,8.885,1.000,36176.068,17528.869,6.283,11.565,0.707
50,1,39.473,16.847,1.748,1,14406.343,14412.626,17755.048,17761.331,14409.484,17758.190,14409.484,17758.190,1.447,1.447,0.000,1.000,39.473,1.000,8.885,45.000,14409.484,17758.190,6.283,6.283,0.000,8.885,1.000,14406.343,17755.048,6.283,11.565,0.707
51,1,39.473,16.847,1.748,1,14393.778,14400.060,17761.331,17767.614,14396.919,17764.472,14396.919,17764.472,1.447,1.447,0.000,1.000,39.473,1.000,8.885,45.000,14396.919,17764.472,6.283,6.283,0.000,8.885,1.000,14393.778,17761.331,6.283,11.565,0.707
