Label,PixelCount,Area,Perimeter,Circularity,EulerNumber,Box.X.Min,Box.X.Max,Box.Y.Min,Box.Y.Max,Centroid.X,Centroid.Y,Ellipse.Center.X,Ellipse.Center.Y,Ellipse.Radius1,Ellipse.Radius2,Ellipse.Orientation,Ellipse.Elong,ConvexArea,Convexity,MaxFeretDiam,MaxFeretDiamAngle,OBox.Center.X,OBox.Center.Y,OBox.Length,OBox.Width,OBox.Orientation,GeodesicDiameter,Tortuosity,InscrDisc.Center.X,InscrDisc.Center.Y,InscrDisc.Radius,AverageThickness,GeodesicElongation
11,35282,1399992.560,14933.849,0.079,1,29366.929,32062.992,2828.346,9322.835,30930.543,6032.977,30930.543,6032.977,4016.722,312.220,68.701,12.865,4336556.513,0.323,6879.020,70.752,30848.183,5971.778,6878.490,890.225,71.463,7100.562,1.032,31937.008,8409.449,113.386,192.351,31.312
12,32155,1275912.952,13220.422,0.092,1,2570.079,3855.118,3086.614,8944.882,3372.796,5917.605,3372.796,5917.605,3605.061,520.555,-85.502,6.925,4736928.514,0.269,5871.272,93.814,3273.780,6037.868,5870.823,1101.913,93.106,6179.617,1.053,3149.606,3426.772,132.283,191.274,23.357
13,31160,1236431.273,11535.710,0.117,1,5436.220,6903.937,3149.606,8050.394,6356.754,5682.098,6356.754,5682.098,2846.821,675.819,-82.916,4.212,4324216.008,0.286,4934.198,96.671,6254.983,5641.592,4931.762,1251.423,94.871,5385.916,1.092,6633.071,6047.244,138.583,216.944,19.432
14,44080,1749097.898,16238.110,0.083,1,23042.520,25007.874,3338.583,10708.661,23915.531,7026.689,23915.531,7026.689,4280.855,461.393,75.552,9.278,5442995.846,0.321,7446.567,81.781,23923.646,7088.365,7445.808,1126.914,80.963,7835.050,1.052,23716.535,6822.047,125.984,222.822,31.095
15,42694,1694101.308,15518.259,0.088,1,15918.110,17883.465,3502.362,10166.929,16625.515,6971.017,16625.515,6971.017,3943.613,877.332,81.322,4.495,7675238.390,0.221,6688.106,85.192,16762.251,6902.182,6687.205,1606.107,84.251,7322.294,1.095,17568.504,9933.858,151.181,216.889,24.217
16,32206,1277936.636,11350.856,0.125,1,27792.126,29058.268,3527.559,8655.118,28591.872,6127.060,28591.872,6127.060,2911.205,529.998,87.603,5.493,3706992.374,0.345,5147.027,85.015,28546.450,6050.798,5147.020,1087.080,85.112,5452.688,1.059,28497.638,8075.591,144.882,228.153,18.818
17,34803,1380985.802,13391.120,0.097,1,66141.732,68862.992,3584.252,9215.748,67836.027,6358.314,67836.027,6358.314,3570.120,452.152,64.134,7.896,4220452.601,0.327,6114.196,67.080,67703.402,6259.620,6113.552,960.746,67.912,6310.641,1.032,68724.409,7993.701,125.984,206.757,25.045
18,34960,1387215.574,12629.634,0.109,1,11798.425,12963.780,4000.000,9990.551,12505.359,7138.185,12505.359,7138.185,3387.994,329.932,79.644,10.269,2895971.232,0.479,6052.393,81.802,12496.732,6966.384,6052.377,699.365,81.932,6174.578,1.020,12781.102,7439.370,132.283,222.920,23.338
19,27819,1103860.128,11140.271,0.112,1,41348.031,42318.110,4321.260,9486.614,41871.770,6886.299,41871.770,6886.299,2987.146,385.888,-82.779,7.741,2954539.029,0.374,5171.496,92.793,41855.274,6916.306,5171.491,825.282,92.707,5390.956,1.042,41946.457,7281.890,113.386,206.856,23.773
20,34199,1357019.034,13768.048,0.090,1,34192.126,36144.882,4340.157,9133.858,34872.733,7249.293,34872.733,7249.293,2937.746,679.118,75.897,4.326,4736730.113,0.286,4880.979,78.763,35152.683,6682.527,4869.208,1603.801,82.743,6226.231,1.276,34696.063,6311.811,125.984,194.720,24.710
